"System","Functional","BasisSet","Distance","Nucleus","HF_Energy","DFA_Energy","SIE_estimate"
"Hexagon","SCAN","def2-QZVPP",1.4,"H",2.0323460986,2.011672697,-0.0206734016000003
"Hexagon","SCAN","def2-QZVPP",1.5,"H",1.8722163862,1.8494726154,-0.0227437708
"Hexagon","SCAN","def2-QZVPP",1.6,"H",1.7334969884,1.708417817,-0.0250791714
"Hexagon","SCAN","def2-QZVPP",1.7,"H",1.6120036188,1.5844001331,-0.0276034857
"Hexagon","SCAN","def2-QZVPP",1.8,"H",1.5044360026,1.4742234939,-0.0302125087
"Hexagon","SCAN","def2-QZVPP",1.9,"H",1.4082533789,1.3754224083,-0.0328309706000001
"Hexagon","SCAN","def2-QZVPP",2,"H",1.3215371604,1.2861058435,-0.0354313169
"Hexagon","SCAN","def2-QZVPP",2.1,"H",1.2428292768,1.2048114217,-0.0380178550999999
"Hexagon","SCAN","def2-QZVPP",2.2,"H",1.1709922595,1.130386493,-0.0406057664999999
"Hexagon","SCAN","def2-QZVPP",2.3,"H",1.1051125492,1.0619038157,-0.0432087335
"Hexagon","SCAN","def2-QZVPP",2.4,"H",1.0444384776,0.9986043584,-0.0458341192
"Hexagon","SCAN","def2-QZVPP",2.5,"H",0.9883395629,0.939857857,-0.0484817059
"Hexagon","SCAN","def2-QZVPP",2.6,"H",0.9362793658,0.885135775,-0.0511435908000001
"Hexagon","SCAN","def2-QZVPP",2.7,"H",0.887796619,0.8339917754,-0.0538048435999999
"Hexagon","SCAN","def2-QZVPP",2.8,"H",0.8424932706,0.78604803,-0.0564452406
"Hexagon","SCAN","def2-QZVPP",2.9,"H",0.8000269471,0.7409848462,-0.0590421008999999
"Hexagon","SCAN","def2-QZVPP",3,"H",0.7601051517,0.6985317016,-0.0615734501
"Hexagon","SCAN","def2-QZVPP",3.1,"H",0.7224798034,0.6584591306,-0.0640206727999999
"Hexagon","SCAN","def2-QZVPP",3.2,"H",0.6869406311,0.6205709319,-0.0663696992
"Hexagon","SCAN","def2-QZVPP",3.3,"H",0.6533084726,0.5846973087,-0.0686111639
"Hexagon","SCAN","def2-QZVPP",3.4,"H",0.6214290609,0.5506892278,-0.0707398331000001
"Hexagon","SCAN","def2-QZVPP",3.5,"H",0.5911677071,0.5184140846,-0.0727536224999999
"Hexagon","SCAN","def2-QZVPP",3.6,"H",0.562405481,0.4877525225,-0.0746529585
"Hexagon","SCAN","def2-QZVPP",3.7,"H",0.5350361624,0.4585960707,-0.0764400916999999
"Hexagon","SCAN","def2-QZVPP",3.8,"H",0.5089641615,0.4308456254,-0.0781185361
"Hexagon","SCAN","def2-QZVPP",3.9,"H",0.4841029674,0.4044101488,-0.0796928186
"Hexagon","SCAN","def2-QZVPP",4,"H",0.4603738142,0.3792056946,-0.0811681196
"Hexagon","SCAN","def2-QZVPP",4.1,"H",0.4377048171,0.3551548202,-0.0825499969
"Hexagon","SCAN","def2-QZVPP",4.2,"H",0.4160300682,0.3321858069,-0.0838442613
"Hexagon","SCAN","def2-QZVPP",4.3,"H",0.3952890023,0.3102322107,-0.0850567916
"Hexagon","SCAN","def2-QZVPP",4.4,"H",0.3754258542,0.2892324875,-0.0861933667
"Hexagon","SCAN","def2-QZVPP",4.5,"H",0.3563890789,0.269129461,-0.0872596179
"Hexagon","SCAN","def2-QZVPP",4.6,"H",0.3381310141,0.2498700689,-0.0882609452
"Hexagon","SCAN","def2-QZVPP",4.7,"H",0.3206074314,0.2314049828,-0.0892024486
"Hexagon","SCAN","def2-QZVPP",4.8,"H",0.3037772462,0.2136883304,-0.0900889158
"Hexagon","SCAN","def2-QZVPP",4.9,"H",0.2876022623,0.196677439,-0.0909248233
"Hexagon","SCAN","def2-QZVPP",5,"H",0.2720468572,0.1803325552,-0.091714302
"Hexagon","SCAN","def2-QZVPP",5.1,"H",0.2570778378,0.1646167147,-0.0924611231
"Hexagon","SCAN","def2-QZVPP",5.2,"H",0.2426641816,0.1494954213,-0.0931687603
"Hexagon","SCAN","def2-QZVPP",5.3,"H",0.2287768885,0.1349364747,-0.0938404138
"Hexagon","SCAN","def2-QZVPP",5.4,"H",0.2153888639,0.1209098614,-0.0944790025
"Hexagon","SCAN","def2-QZVPP",5.5,"H",0.2024746964,0.1073875566,-0.0950871398
"Hexagon","SCAN","def2-QZVPP",5.6,"H",0.190010608,0.0943434361,-0.0956671719
"Hexagon","SCAN","def2-QZVPP",5.7,"H",0.1779742811,0.081753032,-0.0962212491
"Hexagon","SCAN","def2-QZVPP",5.8,"H",0.1663447736,0.0695934236,-0.09675135
"Hexagon","SCAN","def2-QZVPP",5.9,"H",0.1551024404,0.0578431673,-0.0972592731
"Hexagon","SCAN","def2-QZVPP",6,"H",0.1442287951,0.0464821803,-0.0977466148
"Hexagon","SCAN","def2-QZVPP",6.1,"H",0.1337064783,0.0354916931,-0.0982147852
"Hexagon","SCAN","def2-QZVPP",6.2,"H",0.123519146,0.0248540876,-0.0986650584
"Hexagon","SCAN","def2-QZVPP",6.3,"H",0.1136514022,0.0145527863,-0.0990986159
"Hexagon","SCAN","def2-QZVPP",6.4,"H",0.1040887612,0.0045722058,-0.0995165554
"Hexagon","SCAN","def2-QZVPP",6.5,"H",0.0948175454,-0.0051023342,-0.0999198796
"Hexagon","SCAN","def2-QZVPP",6.6,"H",0.0858248734,-0.0144846031,-0.1003094765
"Hexagon","SCAN","def2-QZVPP",6.7,"H",0.0770985719,-0.0235875583,-0.1006861302
"Hexagon","SCAN","def2-QZVPP",6.8,"H",0.0686271438,-0.0324234027,-0.1010505465
"Hexagon","SCAN","def2-QZVPP",6.9,"H",0.0603997389,-0.0410036435,-0.1014033824
"Hexagon","SCAN","def2-QZVPP",7,"H",0.052406079,-0.0493391834,-0.1017452624
"Hexagon","SCAN","def2-QZVPP",7.1,"H",0.0446364576,-0.0574404081,-0.1020768657
"Hexagon","SCAN","def2-QZVPP",7.2,"H",0.0370816733,-0.0653168728,-0.1023985461
"Hexagon","SCAN","def2-QZVPP",7.3,"H",0.0297330104,-0.0729778807,-0.1027108911
"Hexagon","SCAN","def2-QZVPP",7.4,"H",0.0225822217,-0.0804321129,-0.1030143346
"Hexagon","SCAN","def2-QZVPP",7.5,"H",0.0156214699,-0.0876878014,-0.1033092713
"Hexagon","SCAN","def2-QZVPP",7.6,"H",0.0088433351,-0.0947527351,-0.1035960702
"Hexagon","SCAN","def2-QZVPP",7.7,"H",0.0022407619,-0.1016343246,-0.1038750865
"Hexagon","SCAN","def2-QZVPP",7.8,"H",-0.0041929523,-0.1083396145,-0.1041466622
"Hexagon","SCAN","def2-QZVPP",7.9,"H",-0.0104641655,-0.1148752913,-0.1044111258
"Hexagon","SCAN","def2-QZVPP",8,"H",-0.0165789383,-0.1212477234,-0.1046687851
"Hexagon","SCAN","def2-QZVPP",8.1,"H",-0.0225430232,-0.1274629451,-0.1049199219
"Hexagon","SCAN","def2-QZVPP",8.2,"H",-0.0283619065,-0.133527282,-0.1051653755
"Hexagon","SCAN","def2-QZVPP",8.3,"H",-0.0340408137,-0.1394450014,-0.1054041877
"Hexagon","SCAN","def2-QZVPP",8.4,"H",-0.0395847147,-0.1452218979,-0.1056371832
"Hexagon","SCAN","def2-QZVPP",8.5,"H",-0.0449983612,-0.1508629309,-0.1058645697
"Hexagon","SCAN","def2-QZVPP",8.6,"H",-0.0502862736,-0.1563728264,-0.1060865528
"Hexagon","SCAN","def2-QZVPP",8.7,"H",-0.0554527755,-0.1617561119,-0.1063033364
"Hexagon","SCAN","def2-QZVPP",8.8,"H",-0.0605019958,-0.1670171147,-0.1065151189
"Hexagon","SCAN","def2-QZVPP",8.9,"H",-0.0654378705,-0.1721599602,-0.1067220897
"Hexagon","SCAN","def2-QZVPP",9,"H",-0.0702641732,-0.1771885979,-0.1069244247
"Hexagon","SCAN","def2-QZVPP",9.1,"H",-0.0749845019,-0.1821067854,-0.1071222835
"Hexagon","SCAN","def2-QZVPP",9.2,"H",-0.0796023072,-0.1869181179,-0.1073158107
"Hexagon","SCAN","def2-QZVPP",9.3,"H",-0.0841208918,-0.1916260313,-0.1075051395
"Hexagon","SCAN","def2-QZVPP",9.4,"H",-0.0885434113,-0.1962338071,-0.1076903958
"Hexagon","SCAN","def2-QZVPP",9.5,"H",-0.0928728986,-0.2007446023,-0.1078717037
"Hexagon","SCAN","def2-QZVPP",9.6,"H",-0.0971122516,-0.2051614365,-0.1080491849
"Hexagon","SCAN","def2-QZVPP",9.7,"H",-0.1012642558,-0.209487217,-0.1082229612
"Hexagon","SCAN","def2-QZVPP",9.8,"H",-0.1053315837,-0.2137247357,-0.108393152
"Hexagon","SCAN","def2-QZVPP",9.9,"H",-0.1093167931,-0.2178766664,-0.1085598733
"Hexagon","SCAN","def2-QZVPP",10,"H",-0.1132223491,-0.2219455862,-0.1087232371
"Hexagon","SCAN","def2-QZVPP",10.1,"H",-0.1170506103,-0.2259339601,-0.1088833498
"Hexagon","SCAN","def2-QZVPP",10.2,"H",-0.1208038494,-0.2298441619,-0.1090403125
"Hexagon","SCAN","def2-QZVPP",10.3,"H",-0.1244842521,-0.2336784716,-0.1091942195
"Hexagon","SCAN","def2-QZVPP",10.4,"H",-0.1280939127,-0.2374390733,-0.1093451606
"Hexagon","SCAN","def2-QZVPP",10.5,"H",-0.1316348545,-0.2411280754,-0.1094932209
"Hexagon","SCAN","def2-QZVPP",10.6,"H",-0.1351090167,-0.2447474977,-0.109638481
"Hexagon","SCAN","def2-QZVPP",10.7,"H",-0.138518272,-0.2482992906,-0.1097810186
"Hexagon","SCAN","def2-QZVPP",10.8,"H",-0.1418644238,-0.2517853325,-0.1099209087
"Hexagon","SCAN","def2-QZVPP",10.9,"H",-0.1451492036,-0.2552074269,-0.1100582233
"Hexagon","SCAN","def2-QZVPP",11,"H",-0.1483742877,-0.25856732,-0.1101930323
"Hexagon","SCAN","def2-QZVPP",11.1,"H",-0.1515412847,-0.2618666878,-0.1103254031
"Hexagon","SCAN","def2-QZVPP",11.2,"H",-0.1546517511,-0.2651071522,-0.1104554011
"Hexagon","SCAN","def2-QZVPP",11.3,"H",-0.1577071886,-0.2682902779,-0.1105830893
"Hexagon","SCAN","def2-QZVPP",11.4,"H",-0.1607090407,-0.2726843906,-0.1119753499
"Hexagon","SCAN","def2-QZVPP",11.5,"H",-0.163658708,-0.2758074833,-0.1121487753
"Hexagon","SCAN","def2-QZVPP",11.6,"H",-0.1665575358,-0.2788095905,-0.1122520547
"Hexagon","SCAN","def2-QZVPP",11.7,"H",-0.1694068285,-0.2817603903,-0.1123535618
"Hexagon","SCAN","def2-QZVPP",11.8,"H",-0.1722078464,-0.2846611883,-0.1124533419
"Hexagon","SCAN","def2-QZVPP",11.9,"H",-0.1749618027,-0.2875132412,-0.1125514385
"Hexagon","SCAN","def2-QZVPP",12,"H",-0.1776698763,-0.2903204141,-0.1126505378
"Hexagon","SCAN","def2-QZVPP",12.1,"H",-0.1803332011,-0.292940632,-0.1126074309
"Hexagon","SCAN","def2-QZVPP",12.2,"H",-0.1829528784,-0.295654053,-0.1127011746
"Hexagon","SCAN","def2-QZVPP",12.3,"H",-0.1855299739,-0.298323374,-0.1127934001
"Hexagon","SCAN","def2-QZVPP",12.4,"H",-0.1880655141,-0.3009496584,-0.1128841443
"Hexagon","SCAN","def2-QZVPP",12.5,"H",-0.1905604989,-0.3035339415,-0.1129734426
"Hexagon","TPSS","def2-QZVPP",0.1,"H",45.9067635308,45.9071875431,0.000424012300001664
"Hexagon","TPSS","def2-QZVPP",0.2,"H",20.3465798537,20.3416882271,-0.0048916265999992
"Hexagon","TPSS","def2-QZVPP",0.3,"H",12.5651126356,12.5577052942,-0.00740734140000043
"Hexagon","TPSS","def2-QZVPP",0.4,"H",8.926806455,8.9168761029,-0.0099303520999996
"Hexagon","TPSS","def2-QZVPP",0.5,"H",6.8516709598,6.8396071688,-0.0120637910000001
"Hexagon","TPSS","def2-QZVPP",0.6,"H",5.5228211596,5.5088898977,-0.0139312619000007
"Hexagon","TPSS","def2-QZVPP",0.7,"H",4.6042193958,4.588549099,-0.0156702968000006
"Hexagon","TPSS","def2-QZVPP",0.8,"H",3.9339206292,3.9165539249,-0.0173667043000001
"Hexagon","TPSS","def2-QZVPP",0.9,"H",3.4246595464,3.4056139166,-0.0190456297999999
"Hexagon","TPSS","def2-QZVPP",1,"H",3.0253032167,3.0046183925,-0.0206848242
"Hexagon","TPSS","def2-QZVPP",1.1,"H",2.7039356999,2.6816506115,-0.0222850884000003
"Hexagon","TPSS","def2-QZVPP",1.2,"H",2.4398558231,2.4159083201,-0.023947503
"Hexagon","TPSS","def2-QZVPP",1.3,"H",2.2192152358,2.1934212946,-0.0257939412000003
"Hexagon","TPSS","def2-QZVPP",1.4,"H",2.0323460986,2.0044286962,-0.0279174024
"Hexagon","TPSS","def2-QZVPP",1.5,"H",1.8722163862,1.8418338311,-0.0303825551000001
"Hexagon","TPSS","def2-QZVPP",1.6,"H",1.7334969884,1.7002974609,-0.0331995275000001
"Hexagon","TPSS","def2-QZVPP",1.7,"H",1.6120036188,1.5756996302,-0.0363039886000001
"Hexagon","TPSS","def2-QZVPP",1.8,"H",1.5044360026,1.4648474773,-0.0395885253000001
"Hexagon","TPSS","def2-QZVPP",1.9,"H",1.4082533789,1.3652991967,-0.0429541821999999
"Hexagon","TPSS","def2-QZVPP",2,"H",1.3215371604,1.275198914,-0.0463382463999999
"Hexagon","TPSS","def2-QZVPP",2.1,"H",1.2428292768,1.1931131808,-0.049716096
"Hexagon","TPSS","def2-QZVPP",2.2,"H",1.1709922595,1.1179039749,-0.0530882846
"Hexagon","TPSS","def2-QZVPP",2.3,"H",1.1051125492,1.0486500909,-0.0564624583
"Hexagon","TPSS","def2-QZVPP",2.4,"H",1.0444384776,0.9845976645,-0.0598408131
"Hexagon","TPSS","def2-QZVPP",2.5,"H",0.9883395629,0.925125502,-0.0632140609
"Hexagon","TPSS","def2-QZVPP",2.6,"H",0.9362793658,0.8697179696,-0.0665613962
"Hexagon","TPSS","def2-QZVPP",2.7,"H",0.887796619,0.8179436055,-0.0698530134999999
"Hexagon","TPSS","def2-QZVPP",2.8,"H",0.8424932706,0.7694380953,-0.0730551753000001
"Hexagon","TPSS","def2-QZVPP",2.9,"H",0.8000269471,0.723890373,-0.0761365741
"Hexagon","TPSS","def2-QZVPP",3,"H",0.7601051517,0.6810326646,-0.0790724871
"Hexagon","TPSS","def2-QZVPP",3.1,"H",0.7224798034,0.6406318521,-0.0818479513
"Hexagon","TPSS","def2-QZVPP",3.2,"H",0.6869406311,0.6024836923,-0.0844569388
"Hexagon","TPSS","def2-QZVPP",3.3,"H",0.6533084726,0.5664085028,-0.0868999698
"Hexagon","TPSS","def2-QZVPP",3.4,"H",0.6214290609,0.5322470925,-0.0891819684
"Hexagon","TPSS","def2-QZVPP",3.5,"H",0.5911677071,0.4998567163,-0.0913109908
"Hexagon","TPSS","def2-QZVPP",3.6,"H",0.562405481,0.4691092307,-0.0932962503
"Hexagon","TPSS","def2-QZVPP",3.7,"H",0.5350361624,0.4398903121,-0.0951458502999999
"Hexagon","TPSS","def2-QZVPP",3.8,"H",0.5089641615,0.4120948101,-0.0968693514
"Hexagon","TPSS","def2-QZVPP",3.9,"H",0.4841029674,0.3856266353,-0.0984763321
"Hexagon","TPSS","def2-QZVPP",4,"H",0.4603738142,0.3603989858,-0.0999748284
"Hexagon","TPSS","def2-QZVPP",4.1,"H",0.4377048171,0.3363319548,-0.1013728623
"Hexagon","TPSS","def2-QZVPP",4.2,"H",0.4160300682,0.3133518656,-0.1026782026
"Hexagon","TPSS","def2-QZVPP",4.3,"H",0.3952890023,0.291390757,-0.1038982453
"Hexagon","TPSS","def2-QZVPP",4.4,"H",0.3754258542,0.270385684,-0.1050401702
"Hexagon","TPSS","def2-QZVPP",4.5,"H",0.3563890789,0.2502789639,-0.106110115
"Hexagon","TPSS","def2-QZVPP",4.6,"H",0.3381310141,0.2310173733,-0.1071136408
"Hexagon","TPSS","def2-QZVPP",4.7,"H",0.3206074314,0.2125509545,-0.1080564769
"Hexagon","TPSS","def2-QZVPP",4.8,"H",0.3037772462,0.1948332253,-0.1089440209
"Hexagon","TPSS","def2-QZVPP",4.9,"H",0.2876022623,0.1778214978,-0.1097807645
"Hexagon","TPSS","def2-QZVPP",5,"H",0.2720468572,0.1614761311,-0.1105707261
"Hexagon","TPSS","def2-QZVPP",5.1,"H",0.2570778378,0.1457599696,-0.1113178682
"Hexagon","TPSS","def2-QZVPP",5.2,"H",0.2426641816,0.1306383822,-0.1120257994
"Hexagon","TPSS","def2-QZVPP",5.3,"H",0.2287768885,0.1160790674,-0.1126978211
"Hexagon","TPSS","def2-QZVPP",5.4,"H",0.2153888639,0.1020521154,-0.1133367485
"Hexagon","TPSS","def2-QZVPP",5.5,"H",0.2024746964,0.0885294908,-0.1139452056
"Hexagon","TPSS","def2-QZVPP",5.6,"H",0.190010608,0.0754850284,-0.1145255796
"Hexagon","TPSS","def2-QZVPP",5.7,"H",0.1779742811,0.0628942699,-0.1150800112
"Hexagon","TPSS","def2-QZVPP",5.8,"H",0.1663447736,0.0507342902,-0.1156104834
"Hexagon","TPSS","def2-QZVPP",5.9,"H",0.1551024404,0.0389836698,-0.1161187706
"Hexagon","TPSS","def2-QZVPP",6,"H",0.1442287951,0.0276223218,-0.1166064733
"Hexagon","TPSS","def2-QZVPP",6.1,"H",0.1337064783,0.0166314615,-0.1170750168
"Hexagon","TPSS","def2-QZVPP",6.2,"H",0.123519146,0.0059934829,-0.1175256631
"Hexagon","TPSS","def2-QZVPP",6.3,"H",0.1136514022,-0.0043081697,-0.1179595719
"Hexagon","TPSS","def2-QZVPP",6.4,"H",0.1040887612,-0.0142890742,-0.1183778354
"Hexagon","TPSS","def2-QZVPP",6.5,"H",0.0948175454,-0.0239639129,-0.1187814583
"Hexagon","TPSS","def2-QZVPP",6.6,"H",0.0858248734,-0.0333464711,-0.1191713445
"Hexagon","TPSS","def2-QZVPP",6.7,"H",0.0770985719,-0.0424497156,-0.1195482875
"Hexagon","TPSS","def2-QZVPP",6.8,"H",0.0686271438,-0.0512858432,-0.119912987
"Hexagon","TPSS","def2-QZVPP",6.9,"H",0.0603997389,-0.059866347,-0.1202660859
"Hexagon","TPSS","def2-QZVPP",7,"H",0.052406079,-0.0682021207,-0.1206081997
"Hexagon","TPSS","def2-QZVPP",7.1,"H",0.0446364576,-0.0763036148,-0.1209400724
"Hexagon","TPSS","def2-QZVPP",7.2,"H",0.0370816733,-0.0841802624,-0.1212619357
"Hexagon","TPSS","def2-QZVPP",7.3,"H",0.0297330104,-0.0918414482,-0.1215744586
"Hexagon","TPSS","def2-QZVPP",7.4,"H",0.0225822217,-0.0992958595,-0.1218780812
"Hexagon","TPSS","def2-QZVPP",7.5,"H",0.0156214699,-0.1065517256,-0.1221731955
"Hexagon","TPSS","def2-QZVPP",7.6,"H",0.0088433351,-0.1136168273,-0.1224601624
"Hexagon","TPSS","def2-QZVPP",7.7,"H",0.0022407619,-0.1204985681,-0.12273933
"Hexagon","TPSS","def2-QZVPP",7.8,"H",-0.0041929523,-0.1272039906,-0.1230110383
"Hexagon","TPSS","def2-QZVPP",7.9,"H",-0.0104641655,-0.1337397839,-0.1232756184
"Hexagon","TPSS","def2-QZVPP",8,"H",-0.0165789383,-0.1401123232,-0.1235333849
"Hexagon","TPSS","def2-QZVPP",8.1,"H",-0.0225430232,-0.1463276496,-0.1237846264
"Hexagon","TPSS","def2-QZVPP",8.2,"H",-0.0283619065,-0.1523924919,-0.1240305854
"Hexagon","TPSS","def2-QZVPP",8.3,"H",-0.0340408137,-0.1583102978,-0.1242694841
"Hexagon","TPSS","def2-QZVPP",8.4,"H",-0.0395847147,-0.1640872814,-0.1245025667
"Hexagon","TPSS","def2-QZVPP",8.5,"H",-0.0449983612,-0.1697283944,-0.1247300332
"Hexagon","TPSS","def2-QZVPP",8.6,"H",-0.0502862736,-0.1752383578,-0.1249520842
"Hexagon","TPSS","def2-QZVPP",8.7,"H",-0.0554527755,-0.1806216979,-0.1251689224
"Hexagon","TPSS","def2-QZVPP",8.8,"H",-0.0605019958,-0.1858827448,-0.125380749
"Hexagon","TPSS","def2-QZVPP",8.9,"H",-0.0654378705,-0.1910256289,-0.1255877584
"Hexagon","TPSS","def2-QZVPP",9,"H",-0.0702641732,-0.1960543059,-0.1257901327
"Hexagon","TPSS","def2-QZVPP",9.1,"H",-0.0749845019,-0.2009725379,-0.125988036
"Hexagon","TPSS","def2-QZVPP",9.2,"H",-0.0796023072,-0.2057839218,-0.1261816146
"Hexagon","TPSS","def2-QZVPP",9.3,"H",-0.0841208918,-0.2104918917,-0.1263709999
"Hexagon","TPSS","def2-QZVPP",9.4,"H",-0.0885434113,-0.2150997249,-0.1265563136
"Hexagon","TPSS","def2-QZVPP",9.5,"H",-0.0928728986,-0.2196105734,-0.1267376748
"Hexagon","TPSS","def2-QZVPP",9.6,"H",-0.0971122516,-0.2240274526,-0.126915201
"Hexagon","TPSS","def2-QZVPP",9.7,"H",-0.1012642558,-0.2283532678,-0.127089012
"Hexagon","TPSS","def2-QZVPP",9.8,"H",-0.1053315837,-0.2325908102,-0.1272592265
"Hexagon","TPSS","def2-QZVPP",9.9,"H",-0.1093167931,-0.236742755,-0.1274259619
"Hexagon","TPSS","def2-QZVPP",10,"H",-0.1132223491,-0.2408116815,-0.1275893324
"Hexagon","TPSS","def2-QZVPP",10.1,"H",-0.1170506103,-0.244800058,-0.1277494477
"Hexagon","TPSS","def2-QZVPP",10.2,"H",-0.1208038494,-0.2487102612,-0.1279064118
"Hexagon","TPSS","def2-QZVPP",10.3,"H",-0.1244842521,-0.2525445738,-0.1280603217
"Hexagon","TPSS","def2-QZVPP",10.4,"H",-0.1280939127,-0.2563051817,-0.128211269
"Hexagon","TPSS","def2-QZVPP",10.5,"H",-0.1316348545,-0.2599941942,-0.1283593397
"Hexagon","TPSS","def2-QZVPP",10.6,"H",-0.1351090167,-0.2636136313,-0.1285046146
"Hexagon","TPSS","def2-QZVPP",10.7,"H",-0.138518272,-0.2671654429,-0.1286471709
"Hexagon","TPSS","def2-QZVPP",10.8,"H",-0.1418644238,-0.2706515066,-0.1287870828
"Hexagon","TPSS","def2-QZVPP",10.9,"H",-0.1451492036,-0.2740736252,-0.1289244216
"Hexagon","TPSS","def2-QZVPP",11,"H",-0.1483742877,-0.2774335441,-0.1290592564
"Hexagon","TPSS","def2-QZVPP",11.1,"H",-0.1515412847,-0.2807329385,-0.1291916538
"Hexagon","TPSS","def2-QZVPP",11.2,"H",-0.1546517511,-0.2839734299,-0.1293216788
"Hexagon","TPSS","def2-QZVPP",11.3,"H",-0.1577071886,-0.2871565826,-0.129449394
"Hexagon","TPSS","def2-QZVPP",11.4,"H",-0.1607090407,-0.2902839007,-0.12957486
"Hexagon","TPSS","def2-QZVPP",11.5,"H",-0.163658708,-0.2933568435,-0.1296981355
"Hexagon","TPSS","def2-QZVPP",11.6,"H",-0.1665575358,-0.296376813,-0.1298192772
"Hexagon","TPSS","def2-QZVPP",11.7,"H",-0.1694068285,-0.2993451686,-0.1299383401
"Hexagon","TPSS","def2-QZVPP",11.8,"H",-0.1722078464,-0.3022632236,-0.1300553772
"Hexagon","TPSS","def2-QZVPP",11.9,"H",-0.1749618027,-0.3051322424,-0.1301704397
"Hexagon","TPSS","def2-QZVPP",12,"H",-0.1776698763,-0.3079534538,-0.1302835775
"Hexagon","TPSS","def2-QZVPP",12.1,"H",-0.1803332011,-0.3100831006,-0.1297498995
"Hexagon","TPSS","def2-QZVPP",12.2,"H",-0.1829528784,-0.3102941931,-0.1273413147
"Hexagon","TPSS","def2-QZVPP",12.3,"H",-0.1855299739,-0.3129637135,-0.1274337396
"Hexagon","TPSS","def2-QZVPP",12.4,"H",-0.1880655141,-0.3155901917,-0.1275246776
"Hexagon","TPSS","def2-QZVPP",12.5,"H",-0.1905604989,-0.3181746633,-0.1276141644
"Hexagon","wB97M-V","def2-QZVPP",0.1,"H",45.9067635308,45.9290456288,0.022282097999998
"Hexagon","wB97M-V","def2-QZVPP",0.2,"H",20.3465798537,20.3772611444,0.0306812906999987
"Hexagon","wB97M-V","def2-QZVPP",0.3,"H",12.5651126356,12.5971798857,0.032067250099999
"Hexagon","wB97M-V","def2-QZVPP",0.4,"H",8.926806455,8.9580392456,0.0312327906000007
"Hexagon","wB97M-V","def2-QZVPP",0.5,"H",6.8516709598,6.8811012542,0.0294302944
"Hexagon","wB97M-V","def2-QZVPP",0.6,"H",5.5228211596,5.5499616111,0.0271404514999993
"Hexagon","wB97M-V","def2-QZVPP",0.7,"H",4.6042193958,4.6286130565,0.0243936606999995
"Hexagon","wB97M-V","def2-QZVPP",0.8,"H",3.9339206292,3.9549231134,0.0210024841999998
"Hexagon","wB97M-V","def2-QZVPP",0.9,"H",3.4246595464,3.4415925128,0.0169329663999997
"Hexagon","wB97M-V","def2-QZVPP",1,"H",3.0253032167,3.0376502336,0.0123470169000002
"Hexagon","wB97M-V","def2-QZVPP",1.1,"H",2.7039356999,2.7116136615,0.00767796159999978
"Hexagon","wB97M-V","def2-QZVPP",1.2,"H",2.4398558231,2.4430509485,0.0031951254
"Hexagon","wB97M-V","def2-QZVPP",1.3,"H",2.2192152358,2.2180613481,-0.00115388770000013
"Hexagon","wB97M-V","def2-QZVPP",1.4,"H",2.0323460986,2.026855972,-0.00549012660000026
"Hexagon","wB97M-V","def2-QZVPP",1.5,"H",1.8722163862,1.8623721931,-0.00984419310000018
"Hexagon","wB97M-V","def2-QZVPP",1.6,"H",1.7334969884,1.7193998778,-0.0140971106000001
"Hexagon","wB97M-V","def2-QZVPP",1.7,"H",1.6120036188,1.5939751332,-0.0180284855999999
"Hexagon","wB97M-V","def2-QZVPP",1.8,"H",1.5044360026,1.4829549744,-0.0214810282000002
"Hexagon","wB97M-V","def2-QZVPP",1.9,"H",1.4082533789,1.3838061978,-0.0244471811
"Hexagon","wB97M-V","def2-QZVPP",2,"H",1.3215371604,1.294538483,-0.0269986773999999
"Hexagon","wB97M-V","def2-QZVPP",2.1,"H",1.2428292768,1.2136127075,-0.0292165692999999
"Hexagon","wB97M-V","def2-QZVPP",2.2,"H",1.1709922595,1.1398224073,-0.0311698521999999
"Hexagon","wB97M-V","def2-QZVPP",2.3,"H",1.1051125492,1.0721939886,-0.0329185606
"Hexagon","wB97M-V","def2-QZVPP",2.4,"H",1.0444384776,1.0099304733,-0.0345080042999999
"Hexagon","wB97M-V","def2-QZVPP",2.5,"H",0.9883395629,0.9523683441,-0.0359712188
"Hexagon","wB97M-V","def2-QZVPP",2.6,"H",0.9362793658,0.898951364,-0.0373280018000001
"Hexagon","wB97M-V","def2-QZVPP",2.7,"H",0.887796619,0.8492035828,-0.0385930362
"Hexagon","wB97M-V","def2-QZVPP",2.8,"H",0.8424932706,0.8027309537,-0.0397623169
"Hexagon","wB97M-V","def2-QZVPP",2.9,"H",0.8000269471,0.7591821805,-0.0408447666
"Hexagon","wB97M-V","def2-QZVPP",3,"H",0.7601051517,0.7182799492,-0.0418252025
"Hexagon","wB97M-V","def2-QZVPP",3.1,"H",0.7224798034,0.6797680548,-0.0427117485999999
"Hexagon","wB97M-V","def2-QZVPP",3.2,"H",0.6869406311,0.6434361824,-0.0435044487
"Hexagon","wB97M-V","def2-QZVPP",3.3,"H",0.6533084726,0.6091112435,-0.0441972291
"Hexagon","wB97M-V","def2-QZVPP",3.4,"H",0.6214290609,0.5766148622,-0.0448141987
"Hexagon","wB97M-V","def2-QZVPP",3.5,"H",0.5911677071,0.5458140078,-0.0453536993
"Hexagon","wB97M-V","def2-QZVPP",3.6,"H",0.562405481,0.5165899417,-0.0458155392999999
